"0,042751712779536","4,28","0,128708478601001","12,87","0,128191535884474","12,82","12,82"
"0,232088894369573","23,21","0,067731460478516","6,77","0,593895731941203","59,39","23,21"
"0,929461449191835","92,95","0,340285372444793","34,03","0,18572944742532","18,57","34,03"
"0,040198654288383","4,02","0,378441220201622","37,84","0,723100769957165","72,31","37,84"
"0,218917893567727","21,89","0,230328930200456","23,03","0,543626447447082","54,36","23,03"
"0,9575831632891","95,76","0,076796732642604","7,68","0,541673522086479","54,17","54,17"
"0,885182983963175","88,52","0,534717852497814","53,47","0,357521406807518","35,75","53,47"
"0,187780578487089","18,78","0,21547065453714","21,55","0,315547318744479","31,55","21,55"
"0,053088812187305","5,31","0,419772948909873","41,98","0,876831910353971","87,68","41,98"
"0,070090715082716","7,01","0,155552640975254","15,56","0,471141621160075","47,11","15,56"
"0,529805416231203","52,98","0,987862627444938","98,79","0,331768932288494","33,18","52,98"
"0,897232516950612","89,72","0,561560539166289","56,16","0,157499930719611","15,75","56,16"
"0,848536894984668","84,85","0,907510366270681","90,75","0,924217337371495","92,42","90,75"
"0,138201379662332","13,82","0,533695460210857","53,37","0,250501925604359","25,05","25,05"
"0,417170051669541","41,72","0,227257829122647","22,73","0,847332881739756","84,73","41,72"
"0,3417412646369","34,17","0,839769901971026","83,98","0,210899369509356","21,09","34,17"
"0,805267054181538","80,53","0,084923595548643","8,49","0,467079518308068","46,71","46,71"
"0,207210269569052","20,72","0,409683005103083","40,97","0,056872884600512","5,69","20,72"
"0,040243394969024","4,02","0,934719351213811","93,47","0,099722810067648","9,97","9,97"
"0,970673276877543","97,07","0,19312533540202","19,31","0,680515772984015","68,05","68,05"
"0,089262005815422","8,93","0,814589735943606","81,46","0,693807139670607","69,38","69,38"
"0,364586413331744","36,46","0,609685017947963","60,97","0,207939941914879","20,79","36,46"
"0,669490675659402","66,95","0,284846171045109","28,48","0,499053568678469","49,91","49,91"
"0,792135127127951","79,21","0,62511209094532","62,51","0,932947263284135","93,29","79,21"
"0,95423854807936","95,42","0,218733359144312","21,87","0,555806016676767","55,58","55,58"
"0,967108812429368","96,71","0,433496149221806","43,35","0,224461533285098","22,45","43,35"
"0,412474356317111","41,25","0,672514562781232","67,25","0,680388773076829","68,04","67,25"
"0,640666099323579","64,07","0,900520041589516","90,05","0,854596968866246","85,46","85,46"
"0,355558338955527","35,56","0,795140651730378","79,51","0,123968009249089","12,4","35,56"
"0,619014979424303","61,9","0,912502433115249","91,25","0,507266300228518","50,73","61,9"
"0,881197494016098","88,12","0,112808198581451","11,28","0,739739343587919","73,97","73,97"
"0,576424669978649","57,64","0,174240848796186","17,42","0,876994781285884","87,7","57,64"
"0,941072418751913","94,11","0,945782181183505","94,58","0,961874020808998","96,19","94,58"
"0,456479614408547","45,65","0,552157512723267","55,22","0,44975445000527","44,98","45,65"
"0,321986199837534","32,2","0,00646619056925","0,65","0,985841166136486","98,58","32,2"
"0,69885467197312","69,89","0,04164856363785","4,16","0,313807274165963","31,38","31,38"
"0,399889877920095","39,99","0,883834406476495","88,38","0,158975999334281","15,9","39,99"
"0,636361647768045","63,64","0,340638861380969","34,06","0,428738646982366","42,87","42,87"
"0,033078433581426","3,31","0,28222500725928","28,22","0,108374172522082","10,84","10,84"
"0,998899556929944","99,89","0,149152168385754","14,92","0,998081832914265","99,81","99,81"
"0,555099097906861","55,51","0,648388183590506","64,84","0,997812667822316","99,78","64,84"
"0,851267225699163","85,13","0,895344188838826","89,53","0,313612346642741","31,36","85,13"
"0,218774154657181","21,88","0,149539404275637","14,95","0,861161298943442","86,12","21,88"
"0,858381791260454","85,84","0,91125508418555","91,13","0,221477284567581","22,15","85,84"
"0,863610440845258","86,36","0,39679977460573","39,68","0,300356672033115","30,04","39,68"
"0,362186516525119","36,22","0,693323956938632","69,33","0,874724935600592","87,47","69,33"
"0,464042254660319","46,4","0,311968686751267","31,2","0,585248031717039","58,52","46,4"
"0,145657908854795","14,57","0,209783173947186","20,98","0,72922863460801","72,92","20,98"
"0,95093872374372","95,09","0,666378739112397","66,64","0,097161377118877","9,72","66,64"
"0,018850848562825","1,89","0,499496738236528","49,95","0,365247870487598","36,52","36,52"
