"0,42800577032598","42,8","0,713779739549147","71,38","57,09"
"0,091803875763463","9,18","0,085067653633722","8,51","8,845"
"0,567205905769774","56,72","0,565991699592123","56,6","56,66"
"0,338218007910157","33,82","0,024944287237032","2,49","18,155"
"0,522054632421721","52,21","0,865137103827464","86,51","69,36"
"0,317336256368326","31,73","0,248008272061035","24,8","28,265"
"0,289984034716372",29,"0,110896278649119","11,09","20,045"
"0,963672852342047","96,37","0,69135799471811","69,14","82,755"
"0,031971803035274","3,2","0,150954130932188","15,1","9,15"
"0,747323177256077","74,73","0,062607271476629","6,26","40,495"
"0,249415302875849","24,94","0,352209438223587","35,22","30,08"
"0,485189963056767","48,52","0,749123963643196","74,91","61,715"
"0,292587028365078","29,26","0,348438373930811","34,84","32,05"
"0,353709259133795","35,37","0,268316358614602","26,83","31,1"
"0,157219165090144","15,72","0,097551404971893","9,76","12,74"
"0,171412387555678","17,14","0,944698501983054","94,47","55,805"
"0,436287024363112","43,63","0,5882826690214","58,83","51,23"
"0,310406166395677","31,04","0,273661078589356","27,37","29,205"
"0,890875319624599","89,09","0,242208788525654","24,22","56,655"
"0,706517466791666","70,65","0,181803130814605","18,18","44,415"
"0,935231637268151","93,52","0,721872063548029","72,19","82,855"
"0,115186299888445","11,52","0,871874855055517","87,19","49,355"
"0,343506747156729","34,35","0,419521494973603","41,95","38,15"
"0,268066943364023","26,81","0,623635983267274","62,36","44,585"
"0,720266141358268","72,03","0,935164900242795","93,52","82,775"
"0,844571350186362","84,46","0,976974644915718","97,7","91,08"
"0,161678091773744","16,17","0,445239851642839","44,52","30,345"
"0,440170495773451","44,02","0,699252771495139","69,93","56,975"
"0,022900902686779","2,29","0,076877417743478","7,69","4,99"
"0,187781069306335","18,78","0,070514399638464","7,05","12,915"
"0,097071975346373","9,71","0,038332757046322","3,83","6,77"
"0,91618905717868","91,62","0,65385751842209","65,39","78,505"
"0,53851699193603","53,85","0,155553321825875","15,56","34,705"
"0,001636536563474","0,16","0,422334400715996","42,23","21,195"
"0,380768925878523","38,08","0,717373844533531","71,74","54,91"
"0,969233008140785","96,92","0,95613612056587","95,61","96,265"
"0,485457505515209","48,55","0,760668712243353","76,07","62,31"
"0,041716719037775","4,17","0,893653845049111","89,37","46,77"
"0,679339043459878","67,93","0,993850732371836","99,39","83,66"
"0,222978187940248","22,3","0,116526206043991","11,65","16,975"
"0,355751717420219","35,58","0,842797004826773","84,28","59,93"
"0,679621384392099","67,96","0,744489676984303","74,45","71,205"
"0,789878919649542","78,99","0,842389205666251","84,24","81,615"
"0,661439173404387","66,14","0,739960796353817",74,"70,07"
"0,831300096286026","83,13","0,43555832217335","43,56","63,345"
"0,015851479170988","1,59","0,665548457408101","66,55","34,07"
"0,000796628267092","0,08","0,155368148729989","15,54","7,81"
"0,059495007462523","5,95","0,12317513992391","12,32","9,135"
"0,80131998026968","80,13","0,625553709079494","62,56","71,345"
"0,81527188886169","81,53","0,046572311172078","4,66","43,095"
